Source,Year,Issue,Name,Con,Dept,Author,Lang,Type,ciphertext,plaintext
Russ Atkinson,1986,4,JA86,E20,E,BACEDI,Eng,Trifid,,
Russ Atkinson,1986,4,JA86,E21,E,CODEX,Eng,Quagmire III,,
Russ Atkinson,1986,4,JA86,E22,E,ZER-O,Eng,Quagmire II,,
Russ Atkinson,1986,4,JA86,E23,E,OOBOO,Eng,Quagmire IV,,
Russ Atkinson,1986,4,JA86,E24,E,OZ,Eng,Tri-square,,
Russ Atkinson,1986,4,JA86,E25,E,HANO,Eng,Conj Mat Bifid,,
Russ Atkinson,1986,4,JA86,E26,E,FRINKUS,Eng,Digrafid,,
Russ Atkinson,1986,4,JA86,P01,P,BARBARA,Eng,Patristocrat,,
Russ Atkinson,1986,4,JA86,P02,P,JAC,Eng,Patristocrat,,
Russ Atkinson,1986,4,JA86,P03,P,OOBOO,Eng,Patristocrat,,
Russ Atkinson,1986,4,JA86,P04,P,BODOLPH,Eng,Patristocrat,,
Russ Atkinson,1986,4,JA86,P05,P,BRASSPOUNDER,Eng,Patristocrat,,
Russ Atkinson,1986,4,JA86,P06,P,HANO,Eng,Patristocrat,,
Russ Atkinson,1986,4,JA86,P07,P,KEMOKRYPT,Eng,Patristocrat,,
Russ Atkinson,1986,4,JA86,P08,P,BACEDI,Eng,Patristocrat,,
Russ Atkinson,1986,4,JA86,P09,P,FLEETWOOD,Eng,Patristocrat,,
Russ Atkinson,1986,4,JA86,P10,P,LABRONICUS,Eng,Patristocrat,,
Russ Atkinson,1986,4,JA86,P11,P,MOTOR,Eng,Patristocrat,,
Russ Atkinson,1986,4,JA86,P12,P,DENDAI,Eng,Patristocrat,,
Russ Atkinson,1986,4,JA86,PS1,S,DEJNANO,Eng,Patristocrat,,
Russ Atkinson,1986,4,JA86,PS2,S,CODEX,Eng,Patristocrat,,
Russ Atkinson,1986,4,JA86,X01,X,BARK,Ger,Aristocrat,,
Russ Atkinson,1986,4,JA86,X02,X,LABRONICUS,Fre,Aristocrat,,
Russ Atkinson,1986,4,JA86,X03,X,NEMO,Lat,Aristocrat,,
Russ Atkinson,1986,4,JA86,X04,X,ANGO-KA,Esp,Aristocrat,,
Russ Atkinson,1986,4,JA86,X05,X,OOBOO,Nor,Aristocrat,,
Russ Atkinson,1986,4,JA86,X06,X,STAR SPOWLSE,Afr,Aristocrat,,
Russ Atkinson,1986,4,JA86,X07,X,LE CRAPAUD,Ita,Aristocrat,,
Russ Atkinson,1986,4,JA86,X08,X,YO TAMBIEN,Int,Aristocrat,,
Russ Atkinson,1986,4,JA86,X09,X,HANO,Ger,Aristocrat,,
Russ Atkinson,1986,4,JA86,X10,X,VAYISS MIR,Por,Aristocrat,,
Russ Atkinson,1986,4,JA86,X11,X,CODEX,Fre,Aristocrat,,
Russ Atkinson,1986,4,JA86,X12,X,DENDAI,Dut,Aristocrat,,
Russ Atkinson,1986,4,JA86,XS1,S,JAC,Spa,Digrafid,,
Russ Atkinson,1986,4,JA86,XS2,S,DENDAI,Lad,Grandpre,,
Russ Atkinson,1986,1,JF86,A01,A,ADRIC,Eng,Aristocrat,,
Russ Atkinson,1986,1,JF86,A02,A,ARCANUM,Eng,Aristocrat,,
Russ Atkinson,1986,1,JF86,A03,A,ECHERRSIZE,Eng,Aristocrat,,
Russ Atkinson,1986,1,JF86,A04,A,STAR SPOWLSE,Eng,Aristocrat,,
Russ Atkinson,1986,1,JF86,A05,A,LE CRAPAUD,Eng,Aristocrat,,
Russ Atkinson,1986,1,JF86,A06,A,PALEO,Eng,Aristocrat,,
Russ Atkinson,1986,1,JF86,A07,A,BODOLPH,Eng,Aristocrat,,
Russ Atkinson,1986,1,JF86,A08,A,GEMINATOR,Eng,Aristocrat,,
Russ Atkinson,1986,1,JF86,A09,A,W.,Eng,Aristocrat,,
Russ Atkinson,1986,1,JF86,A10,A,ZER-O,Eng,Aristocrat,,
Russ Atkinson,1986,1,JF86,A11,A,STEVE,Eng,Aristocrat,,
Russ Atkinson,1986,1,JF86,A12,A,EBONY,Eng,Aristocrat,,
Russ Atkinson,1986,1,JF86,A13,A,CHI VALOR,Eng,Aristocrat,,
Russ Atkinson,1986,1,JF86,A14,A,BRASSPOUNDER,Eng,Aristocrat,,
Russ Atkinson,1986,1,JF86,A15,A,OOBOO,Eng,Aristocrat,,
Russ Atkinson,1986,1,JF86,A16,A,EDNASANDE,Eng,Aristocrat,,
Russ Atkinson,1986,1,JF86,A17,A,PETROUSHKA,Eng,Aristocrat,,
Russ Atkinson,1986,1,JF86,A18,A,BARRISTER,Eng,Aristocrat,,
Russ Atkinson,1986,1,JF86,A19,A,LIFER,Eng,Aristocrat,,
Russ Atkinson,1986,1,JF86,A20,A,KEMOKRYPT,Eng,Aristocrat,,
Russ Atkinson,1986,1,JF86,A21,A,HY TIDE,Eng,Aristocrat,,
Russ Atkinson,1986,1,JF86,A22,A,JE SAURAIS,Eng,Aristocrat,,
Russ Atkinson,1986,1,JF86,A23,A,BACEDI,Eng,Aristocrat,,
Russ Atkinson,1986,1,JF86,A24,A,DOUBLE DENDAI,Eng,Aristocrat,,
Russ Atkinson,1986,1,JF86,A25,A,WABIHO,Eng,Aristocrat,,
Russ Atkinson,1986,1,JF86,AC274,S,JAC,Eng,Playfair,,
Russ Atkinson,1986,1,JF86,AC275,S,OOBOO,Eng,Grille,,
Russ Atkinson,1986,1,JF86,AC276,S,EDNASANDE,Eng,Grandpre,,
Russ Atkinson,1986,1,JF86,C01,C,W.,Eng,Cryptarithm,,
Russ Atkinson,1986,1,JF86,C02,C,FANACRO,Eng,Cryptarithm,,
Russ Atkinson,1986,1,JF86,C03,C,EDNASANDE,Eng,Cryptarithm,,
Russ Atkinson,1986,1,JF86,C04,C,STAR SPOWLSE,Eng,Cryptarithm,,
Russ Atkinson,1986,1,JF86,C05,C,NORTH DECODER,Eng,Cryptarithm,,
Russ Atkinson,1986,1,JF86,C06,C,RE ROBES,Eng,Cryptarithm,,
Russ Atkinson,1986,1,JF86,C07,C,MORDASHKA,Eng,Cryptarithm,,
Russ Atkinson,1986,1,JF86,C08,C,BACEDI,Eng,Cryptarithm,,
Russ Atkinson,1986,1,JF86,C09,C,CANZA,Eng,Cryptarithm,,
Russ Atkinson,1986,1,JF86,C10,C,THE RAT,Eng,Cryptarithm,,
Russ Atkinson,1986,1,JF86,C11,C,THE RAT,Eng,Cryptarithm,,
Russ Atkinson,1986,1,JF86,C12,C,LI'L GAMIN,Eng,Cryptarithm,,
Russ Atkinson,1986,1,JF86,C13,C,BYL,Eng,Cryptarithm,,
Russ Atkinson,1986,1,JF86,CC01,S,UNKNOWN,Eng,Anagrams,,
Russ Atkinson,1986,1,JF86,CC02,S,UNKNOWN,Eng,Aristocrat,,
Russ Atkinson,1986,1,JF86,CC03,S,UNKNOWN,Eng,Aristocrat,,
Russ Atkinson,1986,1,JF86,CC04,S,UNKNOWN,Eng,Patristocrat,,
Russ Atkinson,1986,1,JF86,CC05,S,UNKNOWN,Fre,Aristocrat,,
Russ Atkinson,1986,1,JF86,CC06,S,UNKNOWN,Eng,Baconian,,
Russ Atkinson,1986,1,JF86,CC07,S,UNKNOWN,Eng,Cryptarithm,,
Russ Atkinson,1986,1,JF86,CC08,S,UNKNOWN,Eng,Phillips,,
Russ Atkinson,1986,1,JF86,CS1,S,AMOS,Eng,Cryptarithm,,
Russ Atkinson,1986,1,JF86,CS2,S,PIT,Eng,Cryptarithm,,
Russ Atkinson,1986,1,JF86,E01,E,ASPEN,Eng,Railfence,,
Russ Atkinson,1986,1,JF86,E02,E,MORDASHKA,Eng,Homophonic,,
Russ Atkinson,1986,1,JF86,E03,E,LABRONICUS,Eng,CC Tramp,,
Russ Atkinson,1986,1,JF86,E04,E,POSTREN,Eng,Key Phrase,,
Russ Atkinson,1986,1,JF86,E05,E,BRASSPOUNDER,Eng,Porta,,
Russ Atkinson,1986,1,JF86,E06,E,KEMOKRYPT,Eng,Tridigital,,
Russ Atkinson,1986,1,JF86,E07,E,ADRIC,Eng,Route Tramp,,
Russ Atkinson,1986,1,JF86,E08,E,G-MAN,Eng,Variant,,
Russ Atkinson,1986,1,JF86,E09,E,EDNASANDE,Eng,Amsco,,
Russ Atkinson,1986,1,JF86,E10,E,BARK,Eng,Myszkowski,,
Russ Atkinson,1986,1,JF86,E11,E,OZ,Eng,Nihilist Subst,,
Russ Atkinson,1986,1,JF86,E12,E,LIFER,Eng,Playfair,,
Russ Atkinson,1986,1,JF86,E13,E,MACHIAVELLI,Eng,Frac Morse,,
Russ Atkinson,1986,1,JF86,E14,E,JAC,Eng,Phillips,,
Russ Atkinson,1986,1,JF86,E15,E,STAR SPOWLSE,Eng,Grandpre,,
Russ Atkinson,1986,1,JF86,E16,E,ARIES,Eng,Bifid,,
Russ Atkinson,1986,1,JF86,E17,E,ALOHA,Eng,Trifid,,
Russ Atkinson,1986,1,JF86,E18,E,ZER-O,Eng,Gromark,,
Russ Atkinson,1986,1,JF86,E19,E,HANO,Eng,Ragbaby,,
Russ Atkinson,1986,1,JF86,E20,E,ABEHERSH,Eng,Quagmire II,,
Russ Atkinson,1986,1,JF86,E21,E,OOBOO,Eng,Quagmire III,,
Russ Atkinson,1986,1,JF86,E22,E,RISHU,Eng,Quagmire IV,,
Russ Atkinson,1986,1,JF86,E23,E,CODEX,Eng,Ser Playfair,,
Russ Atkinson,1986,1,JF86,E24,E,YO TAMBIEN,Eng,Tri-square,,
Russ Atkinson,1986,1,JF86,E25,E,RHIZOME,Eng,Twin Bifids,,
Russ Atkinson,1986,1,JF86,Esp,S,Mike Barlow,Eng,Grille,,
Russ Atkinson,1986,1,JF86,P01,P,LABRONICUS,Eng,Patristocrat,,
Russ Atkinson,1986,1,JF86,P02,P,STEVE,Eng,Patristocrat,,
Russ Atkinson,1986,1,JF86,P03,P,RE ROBES,Eng,Patristocrat,,
Russ Atkinson,1986,1,JF86,P04,P,OOBOO,Eng,Patristocrat,,
Russ Atkinson,1986,1,JF86,P05,P,POSTREN,Eng,Patristocrat,,
Russ Atkinson,1986,1,JF86,P06,P,HANO,Eng,Patristocrat,,
Russ Atkinson,1986,1,JF86,P07,P,AREGEE,Eng,Patristocrat,,
Russ Atkinson,1986,1,JF86,P08,P,EDNASANDE,Eng,Patristocrat,,
Russ Atkinson,1986,1,JF86,P09,P,KEMOKRYPT,Eng,Patristocrat,,
Russ Atkinson,1986,1,JF86,P10,P,PREMIX,Eng,Patristocrat,,
Russ Atkinson,1986,1,JF86,P11,P,DENDAI,Eng,Patristocrat,,
Russ Atkinson,1986,1,JF86,P12,P,CODEX,Eng,Patristocrat,,
Russ Atkinson,1986,1,JF86,PS1,S,MORDASHKA,Eng,Patristocrat,,
Russ Atkinson,1986,1,JF86,PS2,S,REEY,Eng,Patristocrat,,
Russ Atkinson,1986,1,JF86,X01,X,GEMINATOR,Ger,Aristocrat,,
Russ Atkinson,1986,1,JF86,X02,X,LABRONICUS,Ita,Aristocrat,,
Russ Atkinson,1986,1,JF86,X03,X,YES,Ger,Aristocrat,,
Russ Atkinson,1986,1,JF86,X04,X,VAYISS MIR,Por,Aristocrat,,
Russ Atkinson,1986,1,JF86,X05,X,ANGO-KA,Esp,Aristocrat,,
Russ Atkinson,1986,1,JF86,X06,X,OOBOO,Swe,Aristocrat,,
Russ Atkinson,1986,1,JF86,X07,X,BARK,Dut,Aristocrat,,
Russ Atkinson,1986,1,JF86,X08,X,KEMOKRYPT,Spa,Aristocrat,,
Russ Atkinson,1986,1,JF86,X09,X,HANO,Fre,Aristocrat,,
Russ Atkinson,1986,1,JF86,X10,X,YO TAMBIEN,Lat,Aristocrat,,
Russ Atkinson,1986,1,JF86,X11,X,CODEX,Fre,Aristocrat,,
Russ Atkinson,1986,1,JF86,X12,X,DENDAI,Ita,Aristocrat,,
Russ Atkinson,1986,1,JF86,XS1,S,HANO,Ger,Ser Playfair,,
Russ Atkinson,1986,1,JF86,XS2,S,DENDAI,Spa,Quagmire IV-m,,
Russ Atkinson,1986,2,MA86,A01,A,OOBOO,Eng,Aristocrat,,
Russ Atkinson,1986,2,MA86,A02,A,EBONY,Eng,Aristocrat,,
Russ Atkinson,1986,2,MA86,A03,A,BRASSPOUNDER,Eng,Aristocrat,,
Russ Atkinson,1986,2,MA86,A04,A,KING GAMA,Eng,Aristocrat,,
Russ Atkinson,1986,2,MA86,A05,A,TIPPY,Eng,Aristocrat,,
Russ Atkinson,1986,2,MA86,A06,A,GREAT MIND,Eng,Aristocrat,,
Russ Atkinson,1986,2,MA86,A07,A,ADRIC,Eng,Aristocrat,,
Russ Atkinson,1986,2,MA86,A08,A,BODOLPH,Eng,Aristocrat,,
Russ Atkinson,1986,2,MA86,A09,A,ANGO-KA,Eng,Aristocrat,,
Russ Atkinson,1986,2,MA86,A10,A,WRUFF,Eng,Aristocrat,,
Russ Atkinson,1986,2,MA86,A11,A,REV RAT,Eng,Aristocrat,,
Russ Atkinson,1986,2,MA86,A12,A,DOUBLE DENDAI,Eng,Aristocrat,,
Russ Atkinson,1986,2,MA86,A13,A,PREMIX,Eng,Aristocrat,,
Russ Atkinson,1986,2,MA86,A14,A,GEMINATOR,Eng,Aristocrat,,
Russ Atkinson,1986,2,MA86,A15,A,EDNASANDE,Eng,Aristocrat,,
Russ Atkinson,1986,2,MA86,A16,A,HY TIDE,Eng,Aristocrat,,
Russ Atkinson,1986,2,MA86,A17,A,GIZMO,Eng,Aristocrat,,
Russ Atkinson,1986,2,MA86,A18,A,LIFER,Eng,Aristocrat,,
Russ Atkinson,1986,2,MA86,A19,A,JAC,Eng,Aristocrat,,
Russ Atkinson,1986,2,MA86,A20,A,STAR SPOWLSE,Eng,Aristocrat,,
Russ Atkinson,1986,2,MA86,A21,A,DOPPELSCHACH,Eng,Aristocrat,,
Russ Atkinson,1986,2,MA86,A22,A,LE CRAPAUD,Eng,Aristocrat,,
Russ Atkinson,1986,2,MA86,A23,A,ARCANUM,Eng,Aristocrat,,
Russ Atkinson,1986,2,MA86,A24,A,CODEX,Eng,Aristocrat,,
Russ Atkinson,1986,2,MA86,A25,A,WABIHO,Eng,Aristocrat,,
Russ Atkinson,1986,2,MA86,AC280,S,ZER-O,Eng,Quagmire I-m,,
Russ Atkinson,1986,2,MA86,AC281,S,OOBOO,Eng,CC Tramp,,
Russ Atkinson,1986,2,MA86,AC282,S,G-MAN,Eng,Vigenere,,
Russ Atkinson,1986,2,MA86,ASP-1,S,UNKNOWN,Eng,Aristocrat,,
Russ Atkinson,1986,2,MA86,C01,C,W.,Eng,Cryptarithm,,
Russ Atkinson,1986,2,MA86,C02,C,BODOLPH,Eng,Cryptarithm,,
Russ Atkinson,1986,2,MA86,C03,C,ARIES,Eng,Cryptarithm,,
Russ Atkinson,1986,2,MA86,C04,C,ASPEN,Eng,Cryptarithm,,
Russ Atkinson,1986,2,MA86,C05,C,STAR SPOWLSE,Eng,Cryptarithm,,
Russ Atkinson,1986,2,MA86,C06,C,LI'L GAMIN,Eng,Cryptarithm,,
Russ Atkinson,1986,2,MA86,C07,C,LE CRAPAUD,Eng,Cryptarithm,,
Russ Atkinson,1986,2,MA86,C08,C,ACHAMP,Eng,Cryptarithm,,
Russ Atkinson,1986,2,MA86,C09,C,CODEX,Eng,Cryptarithm,,
Russ Atkinson,1986,2,MA86,C10,C,EDNASANDE,Eng,Cryptarithm,,
Russ Atkinson,1986,2,MA86,C11,C,OOBOO,Eng,Cryptarithm,,
Russ Atkinson,1986,2,MA86,C12,C,DYETI,Eng,Cryptarithm,,
Russ Atkinson,1986,2,MA86,C13,C,PIT,Eng,Cryptarithm,,
Russ Atkinson,1986,2,MA86,CS1,S,HANO,Eng,Cryptarithm,,
Russ Atkinson,1986,2,MA86,CS2,S,MORDASHKA,Eng,Cryptarithm,,
Russ Atkinson,1986,2,MA86,E01,E,LIFER,Eng,Railfence,,
Russ Atkinson,1986,2,MA86,E02,E,EDNASANDE,Eng,Morbit,,
Russ Atkinson,1986,2,MA86,E03,E,STAR SPOWLSE,Eng,Null,,
Russ Atkinson,1986,2,MA86,E04,E,SOLDJER C,Eng,Nihilist Tramp,,
Russ Atkinson,1986,2,MA86,E05,E,ARIES,Eng,Amsco,,
Russ Atkinson,1986,2,MA86,E06,E,FLEETFOOT,Eng,Beaufort,,
Russ Atkinson,1986,2,MA86,E07,E,KEMOKRYPT,Eng,Key Phrase,,
Russ Atkinson,1986,2,MA86,E08,E,HY TIDE,Eng,IC Tramp,,
Russ Atkinson,1986,2,MA86,E09,E,ROS-BOB,Eng,Myszkowski,,
Russ Atkinson,1986,2,MA86,E10,E,V.S.N.,Eng,Checkerboard,,
Russ Atkinson,1986,2,MA86,E11,E,DYETI,Eng,Playfair,,
Russ Atkinson,1986,2,MA86,E12,E,APEX DX,Eng,Ragbaby,,
Russ Atkinson,1986,2,MA86,E13,E,LABRONICUS,Eng,Frac Morse,,
Russ Atkinson,1986,2,MA86,E14,E,RISHU,Eng,Foursquare,,
Russ Atkinson,1986,2,MA86,E15,E,TEOWOC,Eng,Bifid,,
Russ Atkinson,1986,2,MA86,E16,E,OZ,Eng,Phillips,,
Russ Atkinson,1986,2,MA86,E17,E,MARSHEN,Eng,Swagman,,
Russ Atkinson,1986,2,MA86,E18,E,ABEHERSH,Eng,Bazeries,,
Russ Atkinson,1986,2,MA86,E19,E,JAC,Eng,Trifid,,
Russ Atkinson,1986,2,MA86,E20,E,RHIZOME,Eng,Quagmire I,,
Russ Atkinson,1986,2,MA86,E21,E,HANO,Eng,Quagmire III,,
Russ Atkinson,1986,2,MA86,E22,E,OOBOO,Eng,Quagmire IV,,
Russ Atkinson,1986,2,MA86,E23,E,CODEX,Eng,Tri-square,,
Russ Atkinson,1986,2,MA86,E24,E,SYLVIA,Eng,Conj Mat Bifid,,
Russ Atkinson,1986,2,MA86,E25,E,ZER-O,Eng,6x6 Bifid,,
Russ Atkinson,1986,2,MA86,E26,E,AREGEE,Eng,Two-square,,
Russ Atkinson,1986,2,MA86,P01,P,HANO,Eng,Patristocrat,,
Russ Atkinson,1986,2,MA86,P02,P,EDNASANDE,Eng,Patristocrat,,
Russ Atkinson,1986,2,MA86,P03,P,KEMOKRYPT,Eng,Patristocrat,,
Russ Atkinson,1986,2,MA86,P04,P,RED WWING,Eng,Patristocrat,,
Russ Atkinson,1986,2,MA86,P05,P,OOBOO,Eng,Patristocrat,,
Russ Atkinson,1986,2,MA86,P06,P,BACEDI,Eng,Patristocrat,,
Russ Atkinson,1986,2,MA86,P07,P,PHOENIX,Eng,Patristocrat,,
Russ Atkinson,1986,2,MA86,P08,P,JAC,Eng,Patristocrat,,
Russ Atkinson,1986,2,MA86,P09,P,MORDASHKA,Eng,Patristocrat,,
Russ Atkinson,1986,2,MA86,P10,P,MARSHEN,Eng,Patristocrat,,
Russ Atkinson,1986,2,MA86,P11,P,THE RAT,Eng,Patristocrat,,
Russ Atkinson,1986,2,MA86,P12,P,PREMIX,Eng,Patristocrat,,
Russ Atkinson,1986,2,MA86,PS1,S,CODEX,Eng,Patristocrat,,
Russ Atkinson,1986,2,MA86,PS2,S,SARDONYX,Eng,Patristocrat,,
Russ Atkinson,1986,2,MA86,X01,X,PREMIX,Ger,Aristocrat,,
Russ Atkinson,1986,2,MA86,X02,X,KEMOKRYPT,Fre,Aristocrat,,
Russ Atkinson,1986,2,MA86,X03,X,BODOLPH,Ita,Aristocrat,,
Russ Atkinson,1986,2,MA86,X04,X,VAYISS MIR,Por,Aristocrat,,
Russ Atkinson,1986,2,MA86,X05,X,OOBOO,Dan,Aristocrat,,
Russ Atkinson,1986,2,MA86,X06,X,JAC,Esp,Aristocrat,,
Russ Atkinson,1986,2,MA86,X07,X,LE CRAPAUD,Lat,Aristocrat,,
Russ Atkinson,1986,2,MA86,X08,X,LABRONICUS,Ita,Aristocrat,,
Russ Atkinson,1986,2,MA86,X09,X,STAR SPOWLSE,Fre,Aristocrat,,
Russ Atkinson,1986,2,MA86,X10,X,ZER-O,Spa,Aristocrat,,
Russ Atkinson,1986,2,MA86,X11,X,CODEX,Fre,Aristocrat,,
Russ Atkinson,1986,2,MA86,X12,X,DENDAI,Lat,Aristocrat,,
Russ Atkinson,1986,2,MA86,XS1,S,HANO,Unk,Two-square,,
Russ Atkinson,1986,2,MA86,XS2,S,DENDAI,Spa,Key Phrase,,
Russ Atkinson,1986,3,MJ86,A01,A,OOBOO,Eng,Aristocrat,,
Russ Atkinson,1986,3,MJ86,A02,A,LIFER,Eng,Aristocrat,,
Russ Atkinson,1986,3,MJ86,A03,A,GEMINATOR,Eng,Aristocrat,,
Russ Atkinson,1986,3,MJ86,A04,A,STAR SPOWLSE,Eng,Aristocrat,,
Russ Atkinson,1986,3,MJ86,A05,A,WRUFF,Eng,Aristocrat,,
Russ Atkinson,1986,3,MJ86,A06,A,GREAT MIND,Eng,Aristocrat,,
Russ Atkinson,1986,3,MJ86,A07,A,SOLDJER C,Eng,Aristocrat,,
Russ Atkinson,1986,3,MJ86,A08,A,JAC,Eng,Aristocrat,,
Russ Atkinson,1986,3,MJ86,A09,A,CHI VALOR,Eng,Aristocrat,,
Russ Atkinson,1986,3,MJ86,A10,A,HY TIDE,Eng,Aristocrat,,
Russ Atkinson,1986,3,MJ86,A11,A,ADRIC,Eng,Aristocrat,,
Russ Atkinson,1986,3,MJ86,A12,A,ANGO-KA,Eng,Aristocrat,,
Russ Atkinson,1986,3,MJ86,A13,A,BARRISTER,Eng,Aristocrat,,
Russ Atkinson,1986,3,MJ86,A14,A,BRASSPOUNDER,Eng,Aristocrat,,
Russ Atkinson,1986,3,MJ86,A15,A,STARGAZER,Eng,Aristocrat,,
Russ Atkinson,1986,3,MJ86,A16,A,EBONY,Eng,Aristocrat,,
Russ Atkinson,1986,3,MJ86,A17,A,POSTREN,Eng,Aristocrat,,
Russ Atkinson,1986,3,MJ86,A18,A,EDNASANDE,Eng,Aristocrat,,
Russ Atkinson,1986,3,MJ86,A19,A,WABIHO,Eng,Aristocrat,,
Russ Atkinson,1986,3,MJ86,A20,A,MOTOR,Eng,Aristocrat,,
Russ Atkinson,1986,3,MJ86,A21,A,LE CRAPAUD,Eng,Aristocrat,,
Russ Atkinson,1986,3,MJ86,A22,A,VAYISS MIR,Eng,Aristocrat,,
Russ Atkinson,1986,3,MJ86,A23,A,ARCANUM,Eng,Aristocrat,,
Russ Atkinson,1986,3,MJ86,A24,A,PREMIX,Eng,Aristocrat,,
Russ Atkinson,1986,3,MJ86,A25,A,CODEX,Eng,Aristocrat,,
Russ Atkinson,1986,3,MJ86,AC283,S,SOLDJER C,Eng,Phonetic,,
Russ Atkinson,1986,3,MJ86,AC284,S,LABRONICUS,Eng,Bifid,,
Russ Atkinson,1986,3,MJ86,AC285,S,BRASSPOUNDER,Eng,Porta,,
Russ Atkinson,1986,3,MJ86,C01,C,STAR SPOWLSE,Eng,Cryptarithm,,
Russ Atkinson,1986,3,MJ86,C02,C,BODOLPH,Eng,Cryptarithm,,
Russ Atkinson,1986,3,MJ86,C03,C,EDNASANDE,Eng,Cryptarithm,,
Russ Atkinson,1986,3,MJ86,C04,C,THE RAT,Eng,Cryptarithm,,
Russ Atkinson,1986,3,MJ86,C05,C,BYL,Eng,Cryptarithm,,
Russ Atkinson,1986,3,MJ86,C06,C,CANZA,Eng,Cryptarithm,,
Russ Atkinson,1986,3,MJ86,C07,C,MORDASHKA,Eng,Cryptarithm,,
Russ Atkinson,1986,3,MJ86,C08,C,BACEDI,Eng,Cryptarithm,,
Russ Atkinson,1986,3,MJ86,C09,C,ASPEN,Eng,Cryptarithm,,
Russ Atkinson,1986,3,MJ86,C10,C,BARBARA,Eng,Cryptarithm,,
Russ Atkinson,1986,3,MJ86,C11,C,LI'L GAMIN,Eng,Cryptarithm,,
Russ Atkinson,1986,3,MJ86,C12,C,ARIES,Eng,Cryptarithm,,
Russ Atkinson,1986,3,MJ86,C13,C,ACHAMP,Eng,Cryptarithm,,
Russ Atkinson,1986,3,MJ86,CS1,S,MARSHEN,Eng,Cryptarithm,,
Russ Atkinson,1986,3,MJ86,CS2,S,PIT,Eng,Cryptarithm,,
Russ Atkinson,1986,3,MJ86,E01,E,STARGAZER,Eng,Railfence,,
Russ Atkinson,1986,3,MJ86,E02,E,POSTREN,Eng,Key Phrase,,
Russ Atkinson,1986,3,MJ86,E03,E,STAR SPOWLSE,Eng,CC Tramp,,
Russ Atkinson,1986,3,MJ86,E04,E,SOLDJER C,Eng,Route Tramp,,
Russ Atkinson,1986,3,MJ86,E05,E,LIFER,Eng,Gronsfeld,,
Russ Atkinson,1986,3,MJ86,E06,E,JAC,Eng,Amsco,,
Russ Atkinson,1986,3,MJ86,E07,E,BRASSPOUNDER,Eng,Porta,,
Russ Atkinson,1986,3,MJ86,E08,E,V.S.N.,Eng,Ragbaby,,
Russ Atkinson,1986,3,MJ86,E09,E,ALOHA,Eng,Myszkowski,,
Russ Atkinson,1986,3,MJ86,E10,E,OOBOO,Eng,Frac Morse,,
Russ Atkinson,1986,3,MJ86,E11,E,ZRLP,Eng,Grille,,
Russ Atkinson,1986,3,MJ86,E12,E,BARK,Eng,Nihilist Subst,,
Russ Atkinson,1986,3,MJ86,E13,E,BARBARA,Eng,Playfair,,
Russ Atkinson,1986,3,MJ86,E14,E,ARIES,Eng,Var Slidefair,,
Russ Atkinson,1986,3,MJ86,E15,E,EDNASANDE,Eng,Pollux,,
Russ Atkinson,1986,3,MJ86,E16,E,RHIZOME,Eng,Phillips,,
Russ Atkinson,1986,3,MJ86,E17,E,ZANAC,Eng,Var Nicodemus,,
Russ Atkinson,1986,3,MJ86,E18,E,RISHU,Eng,Bifid,,
Russ Atkinson,1986,3,MJ86,E19,E,CODEX,Eng,Twin Bifids,,
Russ Atkinson,1986,3,MJ86,E20,E,OZ,Eng,Tri-square,,
Russ Atkinson,1986,3,MJ86,E21,E,HANO,Eng,Quagmire IV,,
Russ Atkinson,1986,3,MJ86,E22,E,DYETI,Eng,Grandpre,,
Russ Atkinson,1986,3,MJ86,E23,E,BACEDI,Eng,Ser Playfair,,
Russ Atkinson,1986,3,MJ86,E24,E,ZER-O,Eng,Quagmire III,,
Russ Atkinson,1986,3,MJ86,E25,E,ABEHERSH,Eng,Per Gromark,,
Russ Atkinson,1986,3,MJ86,P01,P,JAC,Eng,Patristocrat,,
Russ Atkinson,1986,3,MJ86,P02,P,MOTOR,Eng,Patristocrat,,
Russ Atkinson,1986,3,MJ86,P03,P,BRASSPOUNDER,Eng,Patristocrat,,
Russ Atkinson,1986,3,MJ86,P04,P,ROS-BOB,Eng,Patristocrat,,
Russ Atkinson,1986,3,MJ86,P05,P,BODOLPH,Eng,Patristocrat,,
Russ Atkinson,1986,3,MJ86,P06,P,POSTREN,Eng,Patristocrat,,
Russ Atkinson,1986,3,MJ86,P07,P,DENDAI,Eng,Patristocrat,,
Russ Atkinson,1986,3,MJ86,P08,P,RED WWING,Eng,Patristocrat,,
Russ Atkinson,1986,3,MJ86,P09,P,STEVE,Eng,Patristocrat,,
Russ Atkinson,1986,3,MJ86,P10,P,RHIZOME,Eng,Patristocrat,,
Russ Atkinson,1986,3,MJ86,P11,P,STAR SPOWLSE,Eng,Patristocrat,,
Russ Atkinson,1986,3,MJ86,P12,P,BACEDI,Eng,Patristocrat,,
Russ Atkinson,1986,3,MJ86,PS1,S,MARSHEN,Eng,Patristocrat,,
Russ Atkinson,1986,3,MJ86,PS2,S,LABRONICUS,Eng,Patristocrat,,
Russ Atkinson,1986,3,MJ86,X01,X,JAC,Esp,Aristocrat,,
Russ Atkinson,1986,3,MJ86,X02,X,NEON,Spa,Aristocrat,,
Russ Atkinson,1986,3,MJ86,X03,X,LABRONICUS,Ita,Aristocrat,,
